Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
387.63,52.8,115.69,3.89,32.23
248.49,78.9,156.92,-5.0,153.92
216.04,177.25,285.61,15.67,32.23
432.08,82.8,117.69,14.78,4.89
425.19,28.9,160.14,0.89,0.0
342.62,128.9,177.59,35.34,28.67
326.95,265.6,196.26,10.78,18.78
111.8,574.0,234.71,65.68,49.01
442.86,143.35,124.8,1.89,21.78
404.3,64.45,165.03,6.89,8.89
249.27,220.05,156.92,62.9,52.79
314.95,156.15,152.03,56.01,18.78
104.13,570.65,200.26,104.13,105.24
134.47,531.2,241.6,65.79,76.79
180.59,151.7,183.7,97.13,83.24
467.2,-5.0,63.68,25.45,22.67
309.06,72.8,206.04,5.78,31.56
50.9,457.3,233.71,117.8,95.13
231.49,327.85,166.92,39.34,76.68
277.94,72.25,155.14,121.8,15.78
268.94,113.35,213.15,70.68,37.45
197.15,500.65,153.14,7.89,118.8
69.68,432.85,192.48,163.03,104.24
153.03,363.4,233.49,59.79,46.01
24.56,829.6,94.35,63.79,247.27
243.6,236.7,198.15,68.68,29.23
168.92,72.25,282.83,50.01,75.79
137.58,618.45,179.59,86.35,68.79
397.41,-35.55,163.92,5.89,10.89
354.29,98.35,121.58,27.56,63.9
300.39,205.6,155.14,20.56,62.79
216.04,166.7,268.94,30.34,43.23
221.93,177.25,264.16,55.9,17.67
220.04,628.45,183.7,5.78,76.79
338.62,177.25,147.25,30.45,37.12
243.49,13.35,244.49,37.23,53.12
161.14,657.9,238.49,24.56,49.23
483.09,5.0,82.35,22.67,10.89
238.38,212.25,180.59,36.23,77.35
486.09,-20.55,63.68,26.56,20.78
353.4,58.9,202.26,10.78,12.67
514.32,59.45,54.12,4.78,5.89
378.74,23.35,170.81,15.78,-10.0
164.81,231.7,303.39,63.9,34.56
403.3,19.45,163.03,14.78,10.89
265.16,323.4,168.92,84.35,1.89
408.19,-25.55,155.25,15.78,-0.22
46.23,1202.45,103.13,27.45,0.0
315.06,270.6,69.79,107.91,43.12
466.31,102.25,69.68,10.67,-5.11
378.07,72.8,181.59,5.89,1.78
164.81,582.9,139.36,89.46,54.79
406.3,133.9,145.36,16.56,-8.0
177.59,766.25,155.14,77.57,34.45
134.36,-35.55,234.49,121.69,88.57
95.24,1125.2,118.69,65.9,110.13
287.72,-25.55,0.0,19.56,18.67
402.41,65.0,152.14,16.78,26.67
165.92,3.9,171.7,115.91,123.69
466.31,54.45,93.13,7.0,19.67
332.84,270.6,181.7,-1.11,18.45
313.28,250.6,183.7,4.78,51.12
483.87,89.45,92.35,-3.0,-3.11
528.1,49.45,36.23,3.89,10.89
18.67,919.05,78.46,236.6,74.46
489.98,28.9,68.68,1.89,27.67
340.51,78.9,211.04,7.78,4.89
222.82,428.4,224.82,0.0,72.68
336.84,368.4,92.13,13.78,67.57
323.95,73.35,197.26,17.56,25.56
76.57,367.3,180.59,217.04,44.34
273.83,83.9,195.37,43.23,46.9
406.52,49.45,166.92,7.89,4.78
46.01,212.25,332.73,88.24,80.68
382.85,74.45,130.47,38.23,13.56
371.07,236.15,107.91,41.23,18.56
352.4,93.9,208.15,12.89,11.78
349.51,64.45,140.25,37.34,61.01
515.32,-45.0,65.9,5.89,3.89
484.98,43.9,80.35,0.89,-0.11
8.67,476.75,138.36,154.03,172.59
212.93,206.15,103.13,147.25,79.46
150.25,624.0,162.92,30.34,135.69
32.56,290.05,134.47,42.12,322.95
414.41,13.9,142.25,0.0,3.78
223.71,305.6,240.49,18.67,46.9
39.23,348.95,79.57,191.48,208.93
261.16,585.1,82.35,121.8,14.67
517.32,60.0,66.79,4.89,-12.0
249.38,221.7,274.94,14.78,25.67
463.53,-65.0,124.69,9.89,16.89
269.94,8.9,287.72,21.67,-3.11
281.61,82.25,227.82,24.67,25.45
169.7,107.25,303.39,48.23,41.23
108.91,236.7,359.29,49.01,29.45
87.46,230.6,197.26,74.57,171.7
526.1,40.0,46.01,-6.0,-7.0
384.63,-65.0,135.47,43.23,1.78
467.2,177.25,88.46,-7.0,16.89
257.27,318.4,176.81,8.78,86.46
291.72,234.5,153.25,17.67,90.46
202.15,309.5,292.61,36.45,8.0
51.9,619.55,324.95,45.12,54.01
415.08,-0.55,140.25,13.78,1.0
380.07,212.25,147.36,17.78,25.34
70.68,362.85,296.5,77.68,80.57
501.76,29.45,69.79,16.78,10.78
446.75,148.35,112.02,22.56,-5.0
546.88,-25.0,49.23,-1.0,10.89
503.76,10.0,93.35,-5.0,-9.0
106.13,605.1,161.92,104.91,94.02
353.29,38.9,193.26,0.89,20.78
410.52,-25.0,146.25,19.56,25.67
261.27,167.25,156.03,76.46,61.79
366.07,30.0,0.0,20.56,14.67
449.75,49.45,104.02,7.78,34.56
237.71,0.0,222.71,60.79,18.78
80.68,293.4,235.49,75.46,133.69
356.29,133.35,196.48,22.67,-5.11
143.47,338.95,220.04,88.46,110.13
350.29,-15.0,201.15,11.89,21.67
477.09,70.0,101.24,11.89,14.78
511.54,19.45,65.68,-6.0,9.89
515.54,50.0,80.46,-3.0,-8.0
167.92,307.85,261.05,81.46,11.0
419.19,123.9,137.47,11.67,-1.11
543.99,-10.0,51.12,-3.0,5.0
172.59,322.85,212.15,70.57,47.12
277.83,98.35,211.93,31.34,47.23
501.65,-30.0,84.57,7.89,-1.11
414.3,128.9,133.58,17.67,18.67
457.64,54.45,102.24,-3.0,43.23
522.21,-50.0,58.9,-0.11,-9.0
499.76,-45.0,84.46,-7.0,15.89
366.18,112.25,153.25,26.45,7.67
425.08,133.35,115.91,11.78,16.56
422.97,72.25,99.13,0.89,26.56
149.36,1031.85,161.92,16.56,57.79
269.83,62.8,169.81,87.35,20.56
194.48,132.8,337.84,16.67,30.45
238.71,259.5,178.7,96.24,22.45
86.57,887.95,164.92,134.36,30.56
222.71,212.25,223.82,64.68,31.23
331.95,340.05,187.37,12.67,-3.11
225.93,131.7,295.5,42.34,8.89
423.19,330.05,62.79,16.56,40.34
381.96,138.35,167.03,8.89,25.45
290.39,398.95,175.7,18.56,20.56
412.19,83.35,110.91,41.34,18.78
222.04,318.95,254.38,65.9,-5.11
352.4,117.8,160.92,-6.0,53.12
345.4,-20.55,216.82,7.0,15.89
398.63,33.9,131.47,25.56,31.56
190.37,43.9,319.95,10.78,44.12
197.26,-35.55,266.05,29.45,81.35
218.93,111.7,281.83,22.45,38.45
564.44,75.0,19.56,7.0,4.0
229.71,672.9,178.7,6.0,53.12
70.68,641.8,209.93,72.57,93.46
183.59,268.95,227.71,56.9,51.01
92.46,229.5,265.16,83.57,117.91
471.09,-15.0,107.02,7.0,-2.0
172.7,398.95,255.27,39.23,43.01
158.14,39.45,325.95,56.01,51.01
138.47,170.6,294.5,77.68,40.23
120.8,368.95,173.7,169.81,55.9
308.06,25.0,207.15,30.45,30.34
371.07,310.6,122.58,4.0,50.23
261.16,108.35,164.81,57.79,82.57
480.98,79.45,86.35,-2.0,21.78
96.02,570.1,104.91,178.59,75.46
187.37,382.85,206.04,71.79,44.23
375.07,-30.55,184.7,37.34,-5.11
249.38,160.6,248.49,36.34,26.67
416.3,137.8,130.47,22.67,-2.0
380.85,113.9,180.7,10.78,8.89
315.06,158.35,237.6,15.78,5.89
401.41,19.45,153.25,24.56,14.78
274.94,13.9,145.25,82.46,67.57
411.19,49.45,141.47,4.78,29.67
115.02,170.6,136.36,190.37,100.24
487.09,70.0,98.24,0.0,8.89
202.37,162.8,264.16,50.01,52.9
71.57,456.2,71.79,154.03,185.37
340.73,222.25,122.58,43.23,52.01
239.38,-11.1,165.03,13.78,167.03
299.5,255.6,159.03,52.9,31.45
316.06,94.45,234.49,9.89,19.78
204.15,320.05,146.36,79.46,101.02
155.14,358.95,189.48,122.69,57.9
271.05,310.05,175.81,9.89,90.35
508.43,14.45,60.9,9.89,2.89
218.93,53.35,273.05,30.34,64.01
316.17,315.05,149.36,12.67,59.68
460.31,113.9,101.13,5.89,5.0
340.51,57.8,176.59,20.67,7.67
33.34,1393.6,101.24,158.14,16.56
264.05,23.9,299.39,8.89,5.89
293.61,43.35,163.81,14.67,87.24
298.5,106.7,178.7,63.79,17.67
275.72,585.1,75.57,78.57,51.12
343.73,13.35,195.37,37.34,1.89
491.87,14.45,93.35,4.0,5.89
453.53,59.45,118.8,2.0,10.89
211.93,476.2,180.7,30.56,75.46
225.6,148.35,288.5,7.78,26.45
511.32,-10.55,65.9,6.89,-6.11
245.6,222.25,269.94,32.45,16.67
71.79,201.7,114.8,83.35,293.72
189.59,627.9,136.47,8.89,134.47
282.72,396.2,122.8,87.46,20.78
240.6,544.55,60.01,87.46,122.91
62.9,427.85,239.49,118.69,93.35
393.74,78.35,172.92,5.78,5.89
261.27,211.7,243.6,50.01,21.78
329.95,23.9,190.37,29.34,34.56
383.96,113.9,172.92,23.56,8.78
326.95,265.6,196.26,10.78,0.0
244.27,672.9,122.69,74.68,16.78
142.36,182.25,358.18,17.78,36.23
212.04,579.55,105.91,60.9,92.24
449.75,99.45,113.8,23.67,6.89
221.82,481.2,166.81,54.01,35.12
512.32,53.35,34.34,13.67,-5.0
355.4,88.9,202.15,-6.0,18.78
139.36,170.6,218.04,103.02,80.46
352.29,58.35,209.15,2.0,17.89
245.38,-70.0,185.59,48.12,113.91
273.83,201.15,231.71,5.0,44.23
314.95,210.6,173.81,11.78,30.34
116.69,248.95,275.83,121.8,-5.11
247.49,212.25,252.16,37.23,18.56
379.74,98.9,168.81,7.0,5.78
72.79,604.0,193.37,116.8,99.24
399.41,132.25,106.13,35.34,11.78
411.19,43.35,106.91,22.56,27.56
330.84,131.7,158.14,21.67,65.9
271.05,57.8,210.93,64.79,24.67
394.63,5.0,139.25,27.56,31.56
266.94,219.5,165.81,44.12,39.23
317.95,-25.55,71.79,99.24,99.13
382.74,157.25,119.69,17.56,19.56
334.84,-70.0,175.81,74.68,25.67
493.87,53.35,46.12,12.67,19.67
276.83,266.15,206.15,16.67,42.12
244.38,170.6,266.94,6.78,4.78
396.74,-20.0,168.81,24.67,6.78
233.49,333.95,116.91,74.57,95.24
72.79,1128.0,147.36,129.58,14.78
405.3,-1.1,138.47,31.45,9.0
0.0,0.0,0.0,0.0,0.0
167.92,251.7,324.95,36.34,37.45
362.07,236.7,104.91,16.56,53.01
506.43,-10.0,64.68,-4.0,-4.0
127.69,216.7,145.25,154.25,130.47
176.7,-20.55,217.04,141.25,48.12
196.26,166.7,302.28,32.45,19.67
323.84,97.8,179.59,16.56,34.34
395.74,77.8,124.58,22.45,13.67
300.5,82.8,250.38,9.89,10.67
293.61,-1.1,263.16,22.67,18.78
250.49,48.9,209.15,75.68,65.01
407.52,111.7,100.13,24.67,30.34
91.35,332.85,300.28,76.46,35.34
472.31,48.35,56.9,26.45,16.67
447.53,68.9,109.91,1.89,10.78
167.81,196.7,176.81,55.01,173.92
230.71,73.35,267.94,31.34,31.23
325.84,-0.55,193.26,32.45,19.56
421.19,93.9,130.47,24.67,14.89
82.46,363.95,290.72,66.79,92.24
487.76,-5.55,89.46,9.89,3.89
126.58,290.05,235.71,102.13,75.57
145.25,619.55,178.7,91.35,64.9
236.49,236.7,215.04,40.34,72.79
244.49,343.95,246.38,16.67,7.67
368.29,84.45,195.48,30.56,23.78
180.48,87.25,278.72,50.12,41.23
492.98,33.9,82.46,5.78,-6.0
232.71,514.0,106.91,32.45,107.13
119.69,487.3,184.59,177.81,18.45
397.63,172.8,113.91,46.12,20.78
259.05,48.35,199.37,47.23,79.68
436.86,-15.55,127.47,1.0,17.78
80.35,373.4,223.93,85.46,132.58
60.9,92.8,127.69,234.71,150.14
410.52,137.8,113.91,19.56,22.45
478.87,-50.0,81.46,-6.0,16.67
219.82,185.6,202.15,58.01,56.9
477.09,211.7,50.9,4.78,0.89
459.53,49.45,102.02,-3.0,26.56
65.9,-0.55,231.82,16.78,289.72
181.59,241.15,158.92,113.8,78.46
551.77,49.45,37.34,0.0,-12.0
189.48,388.4,204.04,64.79,42.01
453.42,-10.55,118.91,-1.11,17.78
466.31,13.9,79.46,20.67,8.78
243.27,314.5,190.48,77.57,8.67
64.79,107.25,223.93,17.78,260.94
187.48,172.25,293.39,-2.0,59.68
452.64,58.35,108.13,0.89,0.78
549.88,-25.55,42.34,12.89,3.0
384.74,-16.1,151.14,12.78,18.56
319.84,142.25,193.37,29.56,9.78
289.72,240.6,222.82,29.56,16.78
258.27,225.05,227.82,14.78,41.12
61.79,366.75,258.27,22.67,152.92
121.58,661.8,133.36,140.47,53.23
101.91,98.35,325.95,67.79,78.68
422.3,103.9,137.58,22.67,22.78
160.81,34.45,255.16,85.35,63.79
423.97,54.45,141.47,11.78,9.89
177.59,113.9,287.5,57.9,52.23
503.65,-35.55,75.68,-6.0,20.78
364.18,77.8,139.25,20.56,26.45
94.24,667.35,193.48,117.69,42.12
201.37,122.25,349.4,-4.0,7.78
244.49,153.35,266.16,45.23,40.34
436.86,-30.0,144.36,1.0,-5.11
146.36,602.9,176.81,80.57,82.57
372.07,50.0,157.14,60.9,12.89
196.15,167.25,57.79,58.79,211.82
404.41,107.25,110.8,24.56,12.78
320.84,103.35,207.15,18.56,-1.11
89.35,644.0,266.16,53.12,59.68
546.77,65.0,33.34,-7.0,-4.11
318.95,323.4,173.7,9.89,-0.22
244.6,373.95,234.49,2.0,52.12
479.87,87.25,30.34,0.89,28.45
60.79,53.9,277.72,122.69,109.02
384.63,78.9,139.25,22.67,28.67
368.18,-40.0,131.47,53.12,50.23
176.81,275.6,213.93,95.35,73.79
297.39,83.35,231.82,33.45,28.67
417.19,206.7,110.91,14.67,16.89
56.79,461.2,338.73,59.79,24.56
327.84,48.35,200.26,30.34,-0.11
260.94,215.6,166.03,60.01,69.9
385.74,266.15,113.91,13.78,43.23
488.76,69.45,59.79,8.89,16.67
277.83,201.15,230.6,6.78,16.56
253.27,-11.1,282.72,27.45,1.78
447.75,38.9,130.69,4.89,15.78
201.37,123.9,290.5,17.78,81.57
555.77,15.0,43.23,-5.0,-7.0
472.09,-60.0,82.46,15.67,6.78
253.38,57.8,124.8,196.26,-1.0
313.95,43.35,195.26,23.45,19.56
468.09,-1.1,80.57,10.89,20.67
408.52,98.35,160.14,4.89,14.78
442.64,68.35,103.02,12.67,3.89
20.56,398.4,156.03,329.73,10.0
27.56,673.45,126.58,267.94,43.23
251.16,609.0,78.68,64.68,66.68
259.05,408.4,171.92,54.12,29.23
332.95,319.5,122.69,63.9,16.56
417.3,29.45,170.92,1.89,13.89
251.38,78.35,147.36,142.36,41.23
99.13,904.05,185.59,84.35,54.12
183.48,63.9,258.05,70.57,38.12
345.73,176.7,183.7,42.34,22.78
106.13,505.1,309.17,29.56,37.12
461.2,43.35,77.57,17.78,18.78
256.05,192.8,181.59,61.9,48.9
457.53,-6.1,90.24,15.67,7.67
267.94,74.45,220.04,80.46,11.56
407.52,43.35,145.25,0.0,14.78
144.47,720.15,214.93,10.78,65.79
218.93,271.15,176.81,65.9,106.13
518.21,19.45,50.01,-5.0,11.89
339.62,33.35,212.93,0.0,18.78
194.26,127.8,275.94,71.57,23.67
187.59,457.3,155.03,65.9,100.02
155.14,725.7,187.48,92.35,3.89
462.42,3.9,86.35,6.89,17.56
125.8,629.55,238.6,54.01,73.68
541.99,-45.0,39.12,2.0,3.0
397.63,35.0,136.36,23.45,21.56
335.62,3.9,201.15,18.78,19.67
266.83,486.2,101.02,17.67,83.24
540.88,70.0,40.23,3.0,9.89
365.18,49.45,103.13,62.79,53.01
232.82,235.05,277.83,4.78,24.56
470.09,118.9,98.24,-2.0,12.0
74.57,436.2,156.92,250.38,8.0
454.42,107.8,64.79,19.56,26.67
139.47,357.3,313.28,45.12,24.67
98.02,359.5,278.72,71.57,68.79
298.5,300.6,165.92,-4.0,71.57
157.92,579.55,227.71,64.9,16.56
386.63,18.35,164.92,8.78,-2.0
111.91,352.3,275.83,20.56,93.24
35.23,1238.0,75.57,194.37,36.12
62.01,546.2,223.82,66.68,157.25
25.34,437.85,281.61,109.02,68.57
153.14,305.05,290.61,53.01,38.12
189.37,288.95,212.93,55.9,58.9
270.83,52.8,232.6,17.78,42.23
209.93,224.5,237.49,20.67,58.01
299.5,72.25,220.04,27.45,23.56
405.41,48.35,146.25,12.67,2.0
100.13,701.25,143.25,157.14,35.23
399.52,3.9,145.14,16.78,5.78
234.71,170.6,230.82,26.45,60.9
527.21,-10.0,55.9,0.0,-7.0
459.31,-35.55,113.02,7.89,-9.0
541.99,50.0,37.23,-1.11,-6.11
103.91,323.95,332.73,69.79,10.89
117.8,320.05,241.38,21.56,159.25
397.41,44.45,152.03,-1.11,-3.11
132.47,78.9,303.28,137.47,-9.0
243.49,344.5,200.15,39.34,30.23
330.84,197.25,186.37,21.67,8.67
439.97,206.15,94.35,4.0,21.45
499.76,4.45,74.68,3.89,7.78
140.36,408.4,299.5,29.45,63.9
368.29,18.9,182.59,26.56,11.78
361.07,-45.0,205.26,9.78,-4.11
219.04,411.2,177.7,78.57,44.34
330.95,201.7,122.69,90.24,18.78
413.3,-16.1,120.69,23.45,19.78
213.82,335.05,100.13,92.24,129.8
538.1,-25.0,45.01,-4.0,-9.0
309.17,141.15,209.15,22.56,4.89
47.23,324.5,166.03,200.15,122.69
475.98,54.45,97.24,-6.0,12.89
557.66,-60.0,28.45,5.89,-1.0
208.04,23.9,219.04,40.12,118.02
315.17,138.35,226.71,2.89,12.56
167.81,53.35,332.84,42.34,33.23
446.64,34.45,115.69,10.89,1.89
218.82,275.05,188.37,59.79,55.01
18.67,1221.9,85.46,25.45,220.93
153.14,246.7,204.15,184.48,0.89
247.38,118.35,292.39,-7.0,10.67
512.54,48.9,69.79,8.89,-2.0
403.41,147.8,99.02,22.45,13.56
51.9,750.7,80.57,222.93,86.35
354.29,127.8,170.7,8.78,6.67
370.07,92.8,164.81,7.89,16.56
144.36,131.15,312.17,57.01,30.34
506.43,14.45,61.79,9.89,6.0
248.27,536.2,169.81,63.9,16.78
532.1,59.45,41.12,2.89,-2.11
269.94,45.0,228.82,81.57,18.78
496.87,34.45,80.35,6.0,7.89
362.18,-30.0,166.92,49.12,14.89
466.2,57.8,65.79,20.56,9.89
466.42,-10.55,111.91,9.89,10.89
359.18,255.6,149.36,30.45,-4.11
360.29,54.45,170.81,34.23,17.78
261.05,59.45,209.04,16.56,91.46
225.82,146.15,284.72,16.78,17.56
439.64,161.15,68.79,18.78,16.56
117.8,176.7,296.39,101.02,44.34
330.73,319.5,101.02,36.23,32.23
422.3,113.35,120.69,22.67,22.78
287.61,132.8,176.7,37.34,68.68
316.28,160.6,165.92,52.12,27.56
335.73,147.25,205.04,-3.0,20.78
193.26,226.15,289.61,-2.0,70.9
245.27,303.4,135.58,81.46,53.9
190.37,265.6,117.69,63.9,162.92
287.5,195.05,231.82,9.78,8.0
440.75,157.8,102.24,7.89,25.56
382.74,49.45,153.25,37.34,13.78
524.21,-35.55,53.01,-0.11,13.89
168.92,594.55,112.8,117.91,87.46
297.28,156.15,128.69,77.46,35.34
279.61,107.8,160.92,60.01,59.9
139.25,18.35,366.07,11.78,49.23
444.64,123.9,105.91,24.67,14.89
467.09,98.9,69.79,18.78,18.56
457.42,-0.55,99.02,0.89,19.78
490.98,68.9,80.57,-1.11,3.78
250.16,491.75,216.93,21.56,0.0
558.55,-10.0,23.56,-3.0,10.0
543.99,55.0,42.12,2.0,-6.0
343.51,293.95,74.46,82.35,10.89
396.74,15.0,159.14,23.56,34.56
451.53,79.45,116.8,5.89,-1.11
495.76,9.45,74.46,0.89,6.89
241.6,77.8,194.48,97.24,44.01
361.4,38.35,189.48,9.89,32.56
259.16,40.0,266.05,31.45,26.45
388.63,44.45,116.91,42.34,33.23
292.39,177.25,175.7,37.34,36.23
36.45,932.95,113.91,38.34,212.82
338.62,43.35,216.04,14.67,16.89
241.38,216.15,224.82,65.9,19.78
233.82,480.65,114.02,80.46,82.57
275.05,491.2,135.58,88.46,12.67
339.73,82.25,210.15,5.78,0.89
97.02,579.0,137.58,99.13,133.36
191.26,363.4,145.25,15.67,145.25
351.4,117.8,185.59,3.89,28.56
392.74,236.7,87.24,29.56,50.12
539.77,60.0,48.23,-7.0,9.0
285.72,304.5,215.93,-3.0,29.45
270.94,161.7,219.82,44.12,8.67
241.49,398.95,198.15,9.89,76.79
268.83,397.85,72.57,89.46,69.57
309.28,271.15,215.82,12.78,0.89
440.75,38.9,118.69,11.89,-2.0
423.08,62.8,122.8,16.78,5.89
281.61,192.25,200.15,12.78,64.01
463.42,53.9,106.13,5.0,6.67
196.48,78.35,300.5,88.46,17.89
190.48,500.1,136.47,123.8,33.23
249.38,172.25,243.38,38.34,28.45
302.17,108.9,119.69,28.34,103.13
238.49,8.9,288.5,22.45,7.89
500.65,50.0,69.57,0.89,10.89
298.5,97.8,255.38,15.78,29.67
468.31,-30.55,69.68,12.67,44.34
324.84,295.05,171.81,33.45,7.78
349.29,93.35,184.7,21.67,11.67
271.83,-20.55,251.38,18.67,45.23
558.55,-50.0,30.45,7.0,-2.0
286.61,28.9,245.49,34.45,17.78
289.61,28.9,264.16,7.78,18.67
211.04,270.6,245.27,40.23,23.34
385.74,206.15,125.58,15.67,8.78
203.26,216.7,158.14,128.47,68.79
270.94,13.9,83.35,73.57,151.25
468.09,-45.55,90.24,5.89,9.78
380.85,-16.1,181.7,-3.0,0.78
331.95,19.45,219.93,18.56,5.67
237.6,107.25,174.81,14.78,130.36
219.82,251.15,262.94,36.45,24.56
61.79,303.95,103.13,83.46,267.83
197.37,388.95,245.38,63.9,35.56
279.83,293.95,177.81,9.78,72.79
294.61,13.35,263.05,4.78,-0.22
427.97,128.9,118.91,16.67,16.67
96.24,318.95,292.61,57.9,67.57
382.85,116.7,118.91,51.01,15.89
305.28,18.35,164.92,20.67,81.35
264.05,103.35,261.16,31.45,17.67
522.32,-30.55,50.9,2.0,-0.11
188.59,771.8,103.13,125.69,34.34
388.74,216.7,92.35,28.34,35.34
417.08,18.9,120.69,20.67,6.78
417.19,23.9,110.02,40.23,13.78
399.41,77.25,0.0,0.0,16.67
408.3,132.25,73.57,13.78,50.01
340.51,88.9,217.04,8.78,-1.11
152.14,511.75,292.39,35.34,19.78
449.64,226.15,80.35,6.0,17.89
546.88,75.0,52.12,5.0,-11.0
233.71,77.8,127.47,90.24,115.91
220.71,294.5,183.48,82.35,28.56
136.47,72.8,343.51,41.34,38.12
307.17,53.9,230.71,35.45,0.89
108.8,305.6,374.85,29.56,13.67
96.24,671.8,188.59,99.13,68.68
424.19,74.45,157.03,11.89,-8.0
322.06,84.45,257.27,-1.11,11.89
480.09,29.45,105.13,7.0,-4.11
490.98,68.9,75.57,16.78,16.78
366.07,30.0,173.7,20.56,14.67
60.79,102.25,95.24,128.58,271.05
167.92,251.7,324.95,36.34,37.45
329.95,338.4,178.7,14.78,6.89
409.19,69.45,155.03,8.89,5.0
514.32,89.45,54.9,9.89,0.0
361.29,23.9,193.37,7.89,28.67
176.59,656.8,112.91,110.91,47.23
278.61,123.9,219.82,37.34,19.45
156.03,69.45,251.38,59.79,99.02
486.09,-30.55,104.13,6.89,9.89
192.48,712.35,232.71,2.0,43.34
260.05,141.15,206.26,40.34,45.23
264.16,157.8,228.6,23.56,48.12
284.61,196.7,148.14,63.79,45.01
165.92,363.95,260.27,40.23,59.79
417.3,9.45,138.47,12.67,14.67
232.49,436.75,162.81,65.68,11.78
215.93,225.6,266.16,22.45,32.34
390.74,-45.55,171.7,6.0,23.78
70.57,396.2,224.93,171.81,26.56
494.65,9.45,45.01,16.78,16.78
385.96,113.35,182.48,-1.11,3.89
423.08,39.45,132.47,-5.0,18.67
14.67,722.9,252.16,130.58,59.01
486.98,75.0,82.35,-1.11,13.89
213.04,201.15,280.83,22.45,28.45
324.84,49.45,218.93,22.56,-0.22
242.6,136.15,221.82,31.34,60.01
134.47,191.15,241.49,171.81,-12.0
328.84,295.6,189.48,30.56,1.0
255.27,48.9,262.94,21.56,32.45
263.27,58.9,183.59,64.9,64.57
264.94,274.5,179.59,-4.0,74.68
266.94,8.9,244.38,10.89,47.12
540.99,29.45,37.34,0.0,5.89
391.52,-35.55,170.81,9.89,13.89
331.73,-0.55,147.14,43.12,55.12
261.94,107.8,227.71,44.12,20.67
253.16,190.6,261.16,4.89,20.67
332.73,131.15,165.81,6.89,41.34
92.24,681.8,225.71,78.46,53.23
355.51,128.9,182.59,27.56,35.56
424.19,4130.7,118.69,15.67,41.45
468.42,-15.55,106.91,11.89,17.89
96.35,579.0,292.61,54.12,45.12
374.18,-16.1,171.81,9.78,27.45
424.08,58.9,123.8,13.67,18.78
143.25,599.0,282.72,12.89,33.34
56.12,534.0,223.82,153.14,60.01
113.91,253.95,282.61,46.01,59.68
113.69,73.35,327.95,53.01,84.57
385.96,212.25,125.8,26.56,52.23
506.65,98.9,61.79,12.78,-1.11
417.19,69.45,146.36,13.78,3.78
535.88,29.45,32.34,2.89,12.0
530.1,-30.55,48.23,15.78,11.0
346.51,117.25,115.91,39.23,58.9
319.06,4.45,182.59,56.9,17.45
51.23,681.25,273.83,65.68,61.01
378.85,113.35,112.02,15.67,69.79
372.18,182.25,163.03,29.34,-2.0
63.01,702.9,217.82,158.14,40.45
382.85,78.35,146.36,15.67,25.45
373.07,93.9,128.58,44.23,48.23
106.13,236.7,148.36,150.14,150.03
187.37,82.25,245.27,19.67,86.24
275.05,132.25,213.93,30.34,40.34
180.81,-50.0,322.95,82.35,1.89
425.86,65.0,143.47,8.78,7.0
149.36,239.5,153.03,36.34,212.26
189.59,79.45,327.84,61.79,-5.0
410.41,-10.55,149.14,4.78,4.78
374.07,104.45,193.37,3.89,-1.11
225.71,191.7,231.82,31.34,76.79
91.24,413.4,138.36,133.47,146.25
307.17,192.25,162.92,30.45,54.01
344.73,158.35,189.37,37.34,-0.22
37.23,702.35,157.03,112.02,142.25
280.83,47.8,224.93,44.23,33.45
355.51,68.9,130.58,63.68,29.45
231.71,98.35,245.38,59.9,52.23
335.62,23.35,220.93,8.89,3.89
502.65,-40.0,83.46,3.0,6.0
186.59,1105.2,160.03,27.56,-0.22
369.96,13.35,178.81,11.67,12.89
96.24,250.05,242.49,90.35,121.91
209.93,486.75,224.93,38.23,32.56
322.95,182.8,206.26,4.89,44.34
231.82,-30.55,233.49,65.68,36.12
450.42,43.9,65.68,36.45,6.78
401.52,212.25,111.02,24.45,31.56
204.26,-11.1,134.47,87.46,171.03
315.28,112.25,157.03,36.23,64.9
315.95,245.6,157.03,34.34,23.56
266.83,49.45,282.83,20.67,21.67
224.71,481.75,155.14,34.34,86.46
494.65,-10.55,70.57,7.0,-3.11
545.88,0.0,47.23,2.0,3.0
299.28,200.6,140.47,70.57,34.56
265.94,160.6,211.93,45.23,1.78
230.71,19.45,316.17,26.56,10.67
289.72,53.35,113.91,164.92,14.78
466.42,137.25,86.35,2.89,-3.11
268.05,251.7,233.71,18.56,39.34
387.74,333.95,116.8,16.78,-5.11
282.72,383.4,155.03,22.56,52.9
208.04,377.3,140.25,50.12,90.13
452.64,78.35,95.13,16.78,11.78
401.52,24.45,138.47,26.45,18.67
425.97,34.45,112.02,15.67,24.45
474.31,-5.55,100.13,4.78,1.89
568.55,40.0,28.56,1.89,0.0
401.63,182.8,141.25,20.56,-2.0
355.18,182.25,180.7,8.78,11.89
202.04,78.35,282.83,34.34,40.23
438.75,45.0,142.47,11.89,-0.11
356.29,3.9,171.81,22.56,24.56
263.94,172.8,201.26,54.12,55.12
239.38,74.45,264.16,31.34,41.23
327.95,167.8,136.36,47.01,46.12
425.97,40.0,128.47,1.89,8.78
347.62,23.9,136.58,62.79,37.12
458.42,153.35,93.24,0.0,21.67
226.6,103.35,205.26,83.46,49.01
324.06,281.15,165.03,41.23,24.45
