Customer Identity,First Policy´s Year,Brithday Year,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
5267,1990,1989,2 - High School,1942,4,1,743.03,0.30,90.13,658.45,303.28,27.45,19.45
5268,1984,1958,3 - BSc/MSc,3019,4,1,199.83,0.69,332.95,156.15,158.14,11.89,56.79
5269,1990,1960,3 - BSc/MSc,2926,3,0,44.45,0.90,451.64,69.45,125.80,16.78,22.78
5270,1993,1956,3 - BSc/MSc,2959,4,1,-45.10,1.03,421.97,13.35,109.91,13.67,19.78
5271,1991,1950,3 - BSc/MSc,3105,1,0,-173.14,1.15,148.14,535.65,183.59,102.13,46.01
5272,1992,1951,1 - Basic,2774,4,1,394.20,0.41,289.61,175.60,155.03,46.12,46.01
5273,1988,1942,3 - BSc/MSc,3178,4,0,458.66,0.30,398.74,121.70,154.14,18.78,-6.00
5274,1983,1974,2 - High School,1957,2,1,655.45,0.14,396.52,231.70,111.91,10.89,41.34
5275,1988,1943,3 - BSc/MSc,3346,4,0,321.53,0.36,444.64,-50.00,131.47,1.89,12.00
5276,1987,1985,2 - High School,1457,1,1,-27.88,1.00,226.93,87.25,152.03,89.46,90.13
5277,1998,1996,2 - High School,885,1,0,-135.02,1.11,139.36,530.10,172.81,66.79,110.02
5278,1988,1981,3 - BSc/MSc,2153,4,1,110.03,0.80,419.30,117.25,125.80,8.78,17.78
5279,1992,1942,2 - High School,3320,3,0,-17.33,0.99,130.58,487.30,289.72,68.68,7.67
5280,1976,1953,3 - BSc/MSc,3690,4,0,14.68,0.93,348.40,23.90,186.37,24.56,15.78
5281,1979,1941,3 - BSc/MSc,3079,2,0,199.37,0.71,318.17,231.15,213.15,6.78,15.67
5282,1992,1966,2 - High School,2714,1,1,-23.66,1.00,505.54,14.45,56.79,4.89,-4.11
5283,1987,1991,3 - BSc/MSc,1447,1,1,-100.68,1.11,322.06,106.70,159.92,34.34,41.34
5284,1988,1986,3 - BSc/MSc,1439,3,0,134.25,0.80,147.36,250.60,104.91,152.25,140.36
5285,1982,1994,2 - High School,1048,3,0,724.82,0.34,39.12,710.70,107.91,113.02,166.81
5286,1991,1956,3 - BSc/MSc,2375,2,1,-41.67,1.02,430.08,99.45,118.69,16.67,11.67
5287,1992,1966,4 - PhD,2449,4,1,479.55,0.19,455.42,72.80,81.35,18.67,-5.00
5288,1981,1977,3 - BSc/MSc,2221,1,1,446.53,0.22,475.09,15.00,93.35,15.78,2.78
5289,1991,1943,2 - High School,4400,4,0,210.49,0.66,199.26,160.60,255.16,44.23,36.23
5290,1985,1968,3 - BSc/MSc,2859,3,1,573.99,0.08,533.10,65.00,47.01,0.89,3.00
5291,1988,1972,1 - Basic,1260,4,1,92.81,0.82,257.16,87.25,199.37,30.56,87.46
5292,1984,1949,3 - BSc/MSc,3176,3,0,-64.00,1.07,430.97,-35.00,133.47,-2.00,10.67
5293,1983,1946,3 - BSc/MSc,3445,1,0,-23.89,1.00,406.30,23.35,137.36,4.78,5.89
5294,1989,1963,3 - BSc/MSc,3564,3,1,11875.89,0.09,11604.42,48.90,1045.52,103.13,296.47
5295,1988,1953,3 - BSc/MSc,2884,3,1,-25.00,1.00,444.53,44.45,56.90,58.79,4.78
5296,1985,1967,3 - BSc/MSc,2279,3,1,439.20,0.30,452.42,99.45,87.24,5.78,17.56
5297,1977,1951,3 - BSc/MSc,3381,4,0,401.09,0.33,315.06,87.80,211.04,29.45,-3.11
5298,1977,1998,2 - High School,905,4,0,660.13,0.19,113.91,323.95,157.14,258.27,-11.00
5299,1993,1967,3 - BSc/MSc,2434,1,1,452.65,0.18,469.20,14.45,92.13,-3.00,11.78
5300,1984,1965,4 - PhD,3109,2,1,22.46,0.92,463.53,43.90,114.91,3.89,-0.11
5301,1978,1940,2 - High School,4290,3,1,-70.23,1.06,395.74,166.15,119.91,12.89,45.23
5302,1985,1974,2 - High School,2360,3,1,44.45,0.89,426.97,69.45,141.36,3.89,6.89
5303,1995,1989,3 - BSc/MSc,1958,1,1,362.53,0.44,256.38,131.15,236.71,55.90,8.89
5304,1996,1976,3 - BSc/MSc,2083,4,1,324.41,0.37,385.85,-30.00,178.59,,23.56
5305,1976,1945,3 - BSc/MSc,3115,1,0,-107.46,1.09,275.05,369.50,178.70,82.46,12.89
5306,1975,1964,3 - BSc/MSc,2864,3,1,-134.10,1.21,529.10,-45.55,41.12,7.89,-6.00
5307,1989,1955,3 - BSc/MSc,3378,3,1,261.72,0.61,312.17,162.80,173.70,60.01,34.56
5308,1979,1969,2 - High School,2532,1,1,20.68,0.93,392.85,87.80,115.80,42.12,23.67
5309,1990,1949,3 - BSc/MSc,3743,1,0,12.12,0.94,356.18,64.45,168.81,6.89,30.23
5310,1974,1967,3 - BSc/MSc,3047,1,1,-53.10,1.05,499.76,-10.55,81.57,12.89,5.89
5311,1996,1977,2 - High School,1770,1,1,407.96,0.34,366.96,89.45,178.70,14.67,8.78
5312,1996,1938,2 - High School,3918,3,1,365.96,0.50,192.26,236.15,167.81,144.25,37.45
5313,1994,1979,3 - BSc/MSc,1631,3,0,11.56,0.96,244.60,280.60,192.26,34.23,70.79
5314,1984,1971,3 - BSc/MSc,2778,4,1,441.86,0.30,444.64,69.45,102.24,17.56,29.67
5315,1996,1965,3 - BSc/MSc,2924,4,1,-24.10,0.98,,-0.55,54.12,1.00,1.00
5316,1991,1964,3 - BSc/MSc,3107,4,1,-25.00,1.00,157.25,535.10,253.27,56.01,23.56
5317,1998,1989,3 - BSc/MSc,1275,4,1,385.63,0.47,336.73,206.70,155.03,30.56,43.34
5318,1978,1967,2 - High School,3081,4,1,-52.66,1.05,496.76,-25.55,74.57,1.89,-0.11
5319,1992,1964,3 - BSc/MSc,2782,4,1,409.96,0.53,264.16,378.95,178.70,56.01,38.23
5320,1979,1954,3 - BSc/MSc,3389,4,1,240.27,0.71,219.04,388.95,199.15,46.23,76.79
5321,1983,1971,2 - High School,2073,2,1,-3.66,0.97,365.18,141.70,151.14,-5.00,36.34
5322,1989,1954,3 - BSc/MSc,3385,3,0,107.91,0.81,250.49,118.90,213.15,66.68,50.90
5323,1991,1942,3 - BSc/MSc,3950,4,0,222.05,0.57,87.24,23.35,219.04,141.25,105.80
5324,1996,1978,3 - BSc/MSc,1697,1,1,443.86,0.29,369.96,98.90,172.81,11.78,8.67
5325,1974,1945,3 - BSc/MSc,3941,3,0,397.31,0.34,380.85,58.35,136.36,48.23,16.89
5326,1979,1976,3 - BSc/MSc,2426,4,1,163.48,0.70,261.27,25.00,269.05,0.89,72.79
5327,1987,1959,1 - Basic,3028,4,0,335.18,0.57,360.18,295.05,138.36,26.45,14.89
5328,1985,1963,2 - High School,2145,4,1,-16.89,0.99,357.18,132.25,156.92,13.67,21.78
5329,1981,1984,2 - High School,1799,4,1,-10.44,0.98,412.30,38.35,130.58,-1.11,15.67
5330,1994,1977,2 - High School,1231,1,1,19.23,0.93,158.92,53.90,287.72,80.46,34.23
5331,1994,1965,3 - BSc/MSc,2797,1,1,35.24,0.90,454.42,63.35,94.24,6.89,3.78
5332,1991,1949,4 - PhD,3730,2,0,-25.00,1.00,409.41,28.35,153.25,6.89,16.78
5333,1985,1970,1 - Basic,2164,4,1,-123.55,1.18,455.42,-35.55,90.24,10.78,16.67
5334,1996,1940,3 - BSc/MSc,4391,1,0,140.47,0.77,166.70,177.25,266.05,57.79,46.01
5335,1996,1985,2 - High School,1785,1,1,61.79,0.88,116.02,142.80,191.37,104.02,160.03
5336,1989,1959,2 - High School,2739,3,1,409.20,0.39,292.50,141.70,208.15,41.34,22.67
5337,1976,1976,3 - BSc/MSc,1749,3,1,339.96,0.52,400.41,201.70,74.57,35.45,48.23
5338,1982,1950,3 - BSc/MSc,3483,4,0,187.15,0.71,212.15,186.15,277.83,43.12,12.67
5339,1977,1989,3 - BSc/MSc,1770,1,1,-5.44,0.98,313.06,222.25,169.81,19.56,59.12
5340,1977,1953,3 - BSc/MSc,2821,3,0,-25.00,1.00,156.92,426.20,233.71,72.68,19.45
5341,1998,1944,2 - High School,4045,3,0,28.01,0.93,114.80,278.95,240.60,53.01,115.80
5342,1991,1943,4 - PhD,4062,2,0,389.30,0.47,211.15,235.60,233.49,32.45,63.68
5343,1988,1955,3 - BSc/MSc,2980,3,1,-31.44,1.01,361.18,4.45,189.37,11.67,10.89
5344,1986,1974,3 - BSc/MSc,2280,4,1,373.87,0.26,431.86,-25.55,128.47,10.89,-6.11
5345,1985,1981,2 - High School,1889,1,1,-4.66,0.97,170.70,68.35,309.28,75.68,27.67
5346,1989,1970,2 - High School,2197,3,1,416.53,0.27,439.64,44.45,104.02,15.67,1.89
5347,1988,1984,3 - BSc/MSc,1940,3,1,14.45,0.96,134.36,496.20,325.06,31.45,8.00
5348,1980,2001,1 - Basic,1119,3,1,796.71,0.23,148.14,628.45,221.82,45.12,30.23
5349,1976,1962,1 - Basic,2742,4,1,847.05,0.33,198.26,908.50,154.25,43.12,6.67
5350,1997,1956,2 - High School,2783,1,1,-206.70,1.26,137.25,89.45,241.60,18.78,200.48
5351,1986,1965,2 - High School,2714,1,1,-74.01,1.07,404.52,167.25,103.02,12.89,36.12
5352,1989,1942,3 - BSc/MSc,3962,1,0,479.20,0.25,393.74,88.90,167.81,-0.11,21.78
5353,1992,1988,3 - BSc/MSc,1502,1,1,597.01,0.21,397.63,250.05,115.91,23.45,-1.11
5354,1976,1987,2 - High School,1774,4,0,383.75,0.29,199.26,-0.55,169.81,128.69,81.35
5355,1995,1993,2 - High School,1018,3,1,-54.00,1.02,60.68,899.05,254.27,89.35,-0.11
5356,1995,1968,3 - BSc/MSc,3171,3,1,456.65,0.21,497.65,30.00,90.46,2.00,-7.00
5357,1980,1978,3 - BSc/MSc,2605,4,1,597.11,0.20,419.19,216.70,124.80,13.78,4.78
5358,1986,1977,2 - High School,1532,4,1,446.20,0.28,390.52,73.90,149.36,16.78,23.56
5359,1976,1950,1 - Basic,4387,3,0,263.16,0.66,98.13,353.95,294.39,65.79,41.01
5360,1982,1948,3 - BSc/MSc,3885,3,1,274.50,0.65,299.50,295.60,188.59,17.67,58.12
5361,1986,1981,3 - BSc/MSc,1940,1,1,-43.89,1.02,381.85,295.60,122.80,25.56,6.67
5362,1989,1958,2 - High School,3048,3,1,215.06,0.60,216.93,33.35,159.14,193.37,-5.11
5363,1992,1957,3 - BSc/MSc,2721,1,1,-65.34,1.06,442.75,84.45,87.24,14.78,40.34
5364,1978,1954,3 - BSc/MSc,4250,1,0,114.80,0.83,133.69,275.05,292.61,59.79,65.90
5365,1986,1963,2 - High School,2843,1,1,744.36,0.14,414.30,363.95,95.13,8.89,9.00
5366,1977,1964,1 - Basic,3260,1,1,460.76,0.25,395.63,97.80,135.36,8.78,7.67
5367,1986,1966,3 - BSc/MSc,2303,4,0,153.59,0.80,267.16,396.75,110.91,48.01,88.57
5368,1987,1964,3 - BSc/MSc,2292,4,1,394.88,0.26,494.87,-35.55,94.35,9.89,3.89
5369,1993,1954,3 - BSc/MSc,3788,4,1,49.36,0.88,439.97,77.25,119.69,1.00,3.89
5370,1985,1990,2 - High School,1815,4,1,90.05,0.77,255.05,-70.00,241.38,30.34,46.34
5371,1991,1948,3 - BSc/MSc,4026,2,0,-51.67,1.04,210.26,172.25,288.50,47.12,26.67
5372,1989,1951,2 - High School,3355,1,1,-157.36,1.16,252.16,290.05,136.47,7.89,124.47
5373,1993,1997,2 - High School,835,1,1,-32.00,1.01,104.91,560.10,130.47,111.80,118.80
5374,1993,1941,3 - BSc/MSc,3565,2,0,396.97,0.33,351.62,43.90,206.15,20.56,5.89
5375,1994,1994,3 - BSc/MSc,1529,3,1,-27.20,1.00,489.87,-1.10,58.90,20.67,22.78
5376,1982,1966,2 - High School,2718,3,1,532.55,0.11,563.55,39.45,16.56,6.00,
5377,1992,1962,3 - BSc/MSc,2590,4,1,-34.89,1.02,332.73,24.45,143.25,34.34,60.90
5378,1986,1983,3 - BSc/MSc,1783,4,0,463.98,0.22,246.49,63.35,78.46,139.47,103.02
5379,1984,1972,3 - BSc/MSc,2955,4,1,-39.99,1.03,455.64,-5.55,125.58,5.89,3.89
5380,1991,1951,3 - BSc/MSc,3392,1,1,447.42,0.28,453.64,69.45,104.02,12.67,18.78
5381,1992,1943,2 - High School,3400,2,0,329.74,0.49,151.36,151.70,155.14,41.12,203.04
5382,1984,1961,3 - BSc/MSc,2779,3,0,72.57,0.86,310.06,132.80,127.47,35.23,79.68
5383,1993,1944,2 - High School,3749,1,0,-1.99,0.96,170.81,48.35,272.94,82.46,57.12
5384,1976,1994,3 - BSc/MSc,1786,4,1,340.30,0.60,280.61,445.65,112.80,51.90,28.45
5385,1980,1981,2 - High School,1785,2,1,162.37,0.75,121.91,225.60,335.62,16.56,54.79
5386,1986,1996,2 - High School,1020,4,1,330.83,0.59,90.35,305.60,299.39,114.80,50.23
5387,1988,1983,3 - BSc/MSc,939,1,1,-58.45,1.05,321.84,118.35,206.04,25.56,7.89
5388,1994,1972,2 - High School,2717,1,1,252.72,0.57,267.83,97.25,237.49,9.89,29.45
5389,1976,1977,4 - PhD,1810,2,1,-26.11,1.01,,79.45,86.35,-1.11,3.89
5390,1984,1960,3 - BSc/MSc,2975,4,1,377.30,0.35,348.51,44.45,211.04,-1.11,12.67
5391,1993,1991,2 - High School,991,1,1,301.95,0.65,38.34,407.85,149.14,49.01,277.94
5392,1985,1981,2 - High School,1065,4,1,339.51,0.62,207.26,437.30,219.93,80.57,7.78
5393,1985,1980,4 - PhD,1563,3,1,12.00,0.94,527.99,40.00,43.12,3.00,3.00
5394,1980,1949,1 - Basic,3127,4,0,-28.33,1.00,290.39,166.70,224.93,-1.11,43.34
5395,1991,1937,1 - Basic,4797,4,0,372.30,0.55,219.71,397.30,193.48,44.12,35.23
5396,1977,1974,2 - High School,1921,1,1,-15.11,0.98,373.85,38.35,160.03,15.78,25.67
5397,1977,1982,3 - BSc/MSc,,4,1,4.23,0.95,203.37,0.00,285.61,54.90,25.67
5398,1980,1966,3 - BSc/MSc,2381,4,1,27.23,0.92,536.99,64.45,38.23,-2.00,-3.11
5399,1977,1956,1 - Basic,3031,4,1,456.43,0.37,244.27,240.05,237.49,37.34,2.89
5400,1983,1969,2 - High School,2697,2,1,-31.55,1.01,488.76,0.00,79.46,-0.11,-2.11
5401,1986,1964,3 - BSc/MSc,2587,4,1,246.37,0.63,188.37,153.35,242.38,23.56,118.02
5402,1994,1973,4 - PhD,2364,3,1,-36.00,1.02,498.65,24.45,81.46,5.00,-11.00
5403,1977,1976,2 - High School,1928,3,0,124.59,0.78,244.49,102.25,255.27,24.45,47.34
5404,1994,1953,4 - PhD,2610,4,1,27.57,0.92,442.86,63.90,133.58,-5.00,-2.11
5405,1993,1958,2 - High School,2916,4,1,359.07,0.60,254.38,456.75,131.47,89.24,16.56
5406,1985,1968,3 - BSc/MSc,2617,1,1,398.08,0.48,388.74,251.70,122.69,34.34,12.89
5407,1982,1958,2 - High School,3153,1,1,243.94,0.60,330.84,93.35,179.59,14.67,47.23
5408,1982,1995,2 - High School,1121,1,0,-54.12,1.04,186.48,211.15,174.59,70.79,99.91
5409,1979,1970,3 - BSc/MSc,2174,1,1,212.63,0.53,387.63,-75.00,165.92,20.56,6.89
5410,1990,1984,1 - Basic,2183,3,1,247.61,0.67,150.36,293.95,298.39,27.56,48.90
5411,1992,1959,3 - BSc/MSc,3160,3,1,525.10,0.30,328.95,221.15,170.81,41.23,23.78
5412,1997,1982,2 - High School,2028,4,1,62.24,0.91,112.91,511.20,271.83,8.78,87.24
5413,1990,1951,3 - BSc/MSc,3700,4,0,408.08,0.37,433.08,88.90,98.13,40.34,23.56
5414,1985,1992,3 - BSc/MSc,1551,1,0,139.59,0.82,54.01,377.85,211.15,137.47,129.80
5415,1981,1967,2 - High School,2668,1,1,114.13,0.79,452.42,103.90,77.46,6.89,28.34
5416,1985,1962,1 - Basic,2817,4,1,525.33,0.11,532.21,44.45,56.01,-7.00,-4.11
5417,1981,1969,2 - High School,2690,4,1,-35.23,1.02,391.63,35.00,108.13,45.23,49.01
5418,1989,1939,2 - High School,3646,4,1,333.73,0.49,279.94,122.80,141.47,57.01,101.02
5419,1981,1950,3 - BSc/MSc,3392,3,1,-29.78,1.01,392.85,241.15,139.25,4.78,5.89
5420,1988,1983,4 - PhD,2156,2,1,183.93,0.68,208.93,83.90,297.39,37.34,29.67
5421,1983,1952,2 - High School,3734,1,0,79.92,0.83,227.82,-0.55,190.59,35.45,157.25
5422,1981,1942,1 - Basic,3282,4,0,72.13,0.90,159.14,515.10,188.37,18.67,115.80
5423,1977,1976,2 - High School,1890,1,1,55.57,0.91,161.92,427.85,161.03,81.35,107.13
5424,1996,1960,2 - High School,2516,4,1,233.39,0.65,185.48,230.05,275.83,28.34,23.34
5425,1986,1949,3 - BSc/MSc,2734,3,0,57.24,0.88,232.49,142.25,266.05,24.56,35.45
5426,1987,1976,2 - High School,2170,4,1,391.08,0.46,372.85,221.70,92.24,43.23,44.34
5427,1996,1966,1 - Basic,2816,4,1,64.45,0.87,482.98,89.45,79.46,8.78,7.78
5428,1982,1939,3 - BSc/MSc,4521,3,0,175.26,0.70,200.26,92.80,290.61,34.34,39.23
5429,1976,1986,3 - BSc/MSc,1973,4,1,-9.44,0.97,469.20,19.45,107.02,3.89,14.89
5430,1990,1982,2 - High School,1452,4,1,347.06,0.56,86.24,330.05,380.74,47.12,-5.11
5431,1993,1951,3 - BSc/MSc,4113,4,0,285.06,0.52,310.06,97.25,112.91,44.23,87.35
5432,1975,2000,1 - Basic,1259,3,0,-121.57,1.14,32.45,117.25,129.69,324.84,78.57
5433,1996,1977,2 - High School,2948,4,1,-61.34,1.05,325.84,206.70,172.70,4.89,41.23
5434,1992,1955,3 - BSc/MSc,3675,2,1,219.38,0.68,297.39,222.25,139.36,53.01,57.79
5435,1994,1990,3 - BSc/MSc,1582,4,1,357.29,0.51,126.80,250.60,365.07,4.89,35.12
5436,1987,1957,3 - BSc/MSc,3031,4,1,553.10,0.16,368.96,123.90,107.02,56.01,29.23
5437,1982,1990,3 - BSc/MSc,766,1,1,322.29,0.59,387.63,313.40,88.35,40.34,10.00
5438,1976,1982,3 - BSc/MSc,1817,2,,-37.00,1.02,372.85,186.70,146.25,13.78,1.78
5439,1981,1976,3 - BSc/MSc,2320,1,1,-57.56,1.05,433.75,58.90,115.91,22.56,-10.00
5440,1985,1961,3 - BSc/MSc,2948,1,1,296.06,0.57,317.17,192.25,174.59,3.89,66.90
5441,1991,1953,2 - High School,3021,1,1,247.51,0.64,297.28,248.95,145.14,34.23,23.56
5442,1990,1958,1 - Basic,2773,3,1,399.98,0.35,320.17,82.25,193.26,18.78,41.34
5443,1994,1963,3 - BSc/MSc,2395,3,1,521.66,0.13,543.77,45.00,29.34,-5.00,12.89
5444,1982,1943,3 - BSc/MSc,3623,1,0,94.35,0.82,334.73,88.90,200.15,6.89,30.45
5445,1976,1947,2 - High School,3561,3,0,107.35,0.81,199.26,128.35,302.28,58.79,4.00
5446,1987,1983,3 - BSc/MSc,1582,4,1,-41.10,1.03,437.97,-16.10,106.91,20.67,5.67
5447,1984,1959,4 - PhD,3183,1,1,463.43,0.14,496.76,-0.55,71.57,-5.00,2.78
5448,1984,1946,3 - BSc/MSc,4109,4,0,78.80,0.82,260.16,-15.00,214.04,75.57,43.23
5449,1978,1962,2 - High School,2460,4,0,-44.89,1.02,168.81,549.00,115.69,86.46,102.24
5450,1993,1946,3 - BSc/MSc,4053,3,0,380.19,0.43,136.47,151.70,203.26,106.91,117.02
5451,1983,1948,2 - High School,2982,3,0,269.50,0.58,266.05,156.15,179.70,65.68,37.23
5452,1995,1963,3 - BSc/MSc,2615,2,1,433.09,0.22,487.98,19.45,89.24,5.89,-12.00
5453,1981,1992,2 - High School,1299,4,1,14.12,0.97,67.68,932.95,191.37,81.46,52.90
5454,1994,1982,2 - High School,1822,4,1,228.16,0.68,314.17,250.05,167.03,29.34,32.45
5455,1984,1961,3 - BSc/MSc,2437,4,1,-6.22,0.97,379.96,133.90,171.81,18.78,25.67
5456,1983,1987,4 - PhD,1495,1,1,-53.67,1.04,443.86,68.35,111.02,6.78,28.67
5457,1989,1988,3 - BSc/MSc,1243,1,1,291.95,0.56,285.72,161.70,235.71,10.78,20.45
5458,1988,1984,3 - BSc/MSc,1467,3,1,140.47,0.77,294.39,152.80,235.60,12.67,10.78
5459,1976,1984,1 - Basic,2143,1,1,458.32,0.40,137.25,303.95,263.94,42.12,53.90
5460,1977,1965,2 - High School,2987,3,1,228.37,0.68,454.42,261.15,52.01,7.78,11.67
5461,1988,1986,3 - BSc/MSc,1766,4,1,185.37,0.74,170.92,260.60,255.27,81.46,50.23
5462,1977,1991,2 - High School,1419,4,1,48.69,0.89,251.27,92.25,174.81,18.56,103.91
5463,1989,1993,3 - BSc/MSc,996,1,0,6.34,0.95,290.61,136.70,229.71,34.45,-3.11
5464,1978,1955,3 - BSc/MSc,2791,4,1,223.06,0.54,366.96,-50.00,158.14,57.01,11.89
5465,1982,1985,2 - High School,1927,4,1,381.74,0.50,188.48,285.05,236.60,66.79,42.12
5466,1992,1994,2 - High School,972,1,1,-166.25,1.15,54.79,505.10,90.46,141.25,179.48
5467,1994,1945,3 - BSc/MSc,3929,1,0,216.28,0.68,268.05,224.50,240.49,16.78,9.78
5468,1976,1968,3 - BSc/MSc,2510,3,1,-35.11,1.01,523.21,104.45,53.01,7.89,-6.00
5469,1996,1961,3 - BSc/MSc,2369,3,1,-10.00,0.98,534.21,20.00,54.90,6.00,11.00
5470,1981,1962,3 - BSc/MSc,3117,3,1,-73.33,1.09,490.65,-40.55,53.90,7.78,3.78
5471,1993,1980,2 - High School,1746,4,1,-60.45,1.05,361.40,35.00,189.59,35.45,23.56
5472,1980,1975,2 - High School,1781,4,1,80.80,0.86,378.96,191.70,106.91,61.90,-8.00
5473,1983,1960,3 - BSc/MSc,2204,4,0,421.09,0.21,434.08,-35.00,117.91,45.12,1.89
5474,1991,1963,3 - BSc/MSc,2476,4,0,458.97,0.36,267.94,207.25,177.59,95.24,8.78
5475,1996,1968,4 - PhD,2085,1,1,-59.89,1.06,515.32,-35.00,47.01,11.78,11.89
5476,1985,1979,2 - High School,1938,4,1,-132.02,1.11,219.82,509.55,122.80,107.02,40.45
5477,1977,1994,2 - High School,573,1,0,202.82,0.67,66.68,107.80,236.71,111.91,161.14
5478,1993,1984,2 - High School,2266,4,1,199.93,0.67,266.05,94.45,273.05,3.89,41.12
5479,1989,1986,4 - PhD,1897,4,1,197.59,0.70,245.60,192.25,246.38,30.34,37.34
5480,1984,1987,2 - High School,1555,2,1,143.82,0.70,169.92,-1.10,157.14,31.34,212.82
5481,1989,1974,4 - PhD,2552,1,1,464.98,0.27,468.31,102.25,79.46,6.78,14.89
5482,1976,1994,2 - High School,1309,3,1,-40.67,1.02,160.03,295.60,194.26,71.79,103.91
5483,1988,1950,3 - BSc/MSc,3794,3,0,408.65,0.20,515.43,-65.00,72.79,7.00,9.78
5484,1982,1945,2 - High School,3519,4,0,-94.89,1.13,184.37,-30.55,317.95,34.45,39.34
5485,1982,1957,3 - BSc/MSc,2811,1,1,62.35,0.90,227.82,353.40,202.15,28.45,58.90
5486,1978,1952,3 - BSc/MSc,2938,1,1,472.54,0.19,414.30,53.90,118.69,14.78,14.56
5487,1995,1939,3 - BSc/MSc,4326,1,0,-51.43,1.05,419.19,-20.55,149.14,-1.11,16.89
5488,1976,1991,2 - High School,1808,2,1,75.47,0.84,149.03,58.35,336.62,42.12,26.56
5489,1987,1993,3 - BSc/MSc,1642,1,1,-25.78,1.00,208.93,142.25,278.72,31.34,30.56
5490,1978,1990,3 - BSc/MSc,1179,1,1,67.25,0.86,264.05,92.25,242.60,39.34,34.56
5491,1993,1982,2 - High School,1581,4,1,314.95,0.68,228.82,589.00,57.01,150.25,39.12
5492,1976,1977,3 - BSc/MSc,1858,1,1,-52.76,1.05,385.63,-6.10,159.14,26.56,11.00
5493,1996,1971,1 - Basic,2147,1,1,118.58,0.83,185.37,367.85,157.92,144.36,0.78
5494,1993,1968,3 - BSc/MSc,1998,1,1,474.43,0.27,516.32,94.45,65.90,7.89,-3.00
5495,1990,1940,3 - BSc/MSc,3913,4,0,374.84,0.45,112.91,148.35,331.95,54.01,84.57
5496,1976,1943,3 - BSc/MSc,3601,2,0,150.25,0.77,350.40,211.70,153.14,36.45,19.56
5497,1979,1945,2 - High School,3577,4,0,137.15,0.79,231.71,230.05,174.81,75.57,67.90
5498,1987,1977,2 - High School,1174,4,1,178.82,0.66,205.26,9.45,109.80,72.68,194.37
5499,1989,1954,3 - BSc/MSc,3019,4,1,375.63,0.55,189.59,376.75,118.91,80.57,130.47
5500,1977,1950,3 - BSc/MSc,4004,4,0,94.81,0.82,314.06,121.70,189.37,26.56,24.67
5501,1985,1968,2 - High School,2973,4,1,-11.44,0.98,436.97,182.25,98.02,2.00,11.56
5502,1984,1974,3 - BSc/MSc,2028,4,1,-48.88,1.04,339.73,-20.55,229.60,-1.11,11.89
5503,1991,1951,4 - PhD,2700,2,1,-136.00,1.23,537.77,-75.00,30.34,,-12.00
5504,1994,1970,2 - High School,2798,4,1,405.97,0.42,430.97,162.80,117.80,7.89,19.67
5505,1986,1979,3 - BSc/MSc,1409,4,1,-1.11,0.97,357.29,202.25,168.81,5.78,29.67
5506,1978,1988,1 - Basic,1198,4,1,-25.00,1.00,141.47,354.50,207.26,56.01,147.36
5507,1974,1944,1 - Basic,3864,1,0,119.70,0.81,125.47,230.05,268.05,85.35,47.12
5508,1976,1967,3 - BSc/MSc,2434,4,1,106.15,0.80,407.41,131.15,93.24,35.34,4.89
5509,1996,1999,1 - Basic,1305,4,1,261.61,0.67,61.68,358.40,246.38,130.47,71.79
5510,1989,1953,2 - High School,3899,1,0,391.75,0.55,303.39,416.75,111.91,55.01,47.34
5511,1979,1962,3 - BSc/MSc,2801,1,1,541.23,0.23,250.27,215.05,171.81,9.78,91.13
5512,1984,1961,2 - High School,2579,4,1,28.90,0.92,312.06,151.70,157.14,53.90,30.56
5513,1984,1974,2 - High School,2309,3,1,319.51,0.54,358.29,182.25,176.81,21.56,13.78
5514,1988,1959,2 - High School,3158,3,0,328.07,0.54,177.59,235.60,229.82,46.01,71.46
5515,1995,1968,2 - High School,2814,1,1,541.10,0.12,528.10,55.00,45.01,7.00,10.00
5516,1977,1937,3 - BSc/MSc,3782,1,0,243.83,0.64,212.93,206.70,276.83,48.12,7.78
5517,1984,1982,3 - BSc/MSc,2344,3,1,534.09,0.23,391.85,153.35,156.03,17.67,3.78
5518,1977,1993,3 - BSc/MSc,1421,1,0,300.28,0.61,84.46,260.60,217.04,165.03,100.35
5519,1976,1993,1 - Basic,1698,1,1,111.36,0.84,119.69,310.05,194.48,44.23,180.59
5520,1982,1944,4 - PhD,3807,3,0,-16.22,0.99,412.41,177.80,125.69,20.56,11.78
5521,1989,1966,2 - High School,2133,1,1,348.07,0.54,351.51,284.50,134.47,21.56,14.67
5522,1983,1973,3 - BSc/MSc,2048,4,1,560.32,0.15,493.76,94.45,89.46,11.89,2.89
5523,1991,1949,3 - BSc/MSc,3963,4,0,-25.00,1.00,306.17,167.80,184.59,26.45,52.23
5524,1978,1940,2 - High School,3461,1,0,130.14,0.84,156.03,520.10,299.39,0.89,21.67
5525,1984,1981,3 - BSc/MSc,1823,4,1,4.68,0.95,339.73,18.90,217.93,17.78,10.78
5526,1995,1967,4 - PhD,3036,4,1,-18.00,0.99,525.10,24.45,57.01,7.00,
